name,title,college,verified_affiliation,scholar_match_status,scholar_citedby,scholar_citedby5y,scholar_hindex,scholar_hindex5y,scholar_i10index,scholar_i10index5y,scholar_interests,scholar_cites_per_year
Orit Shaer,Professor,Wellesley College,Wellesley College,matched,5515.0,2311.0,32.0,22.0,73.0,58.0,Human Computer Interaction,"{'2005': 17, '2006': 21, '2007': 47, '2008': 59, '2009': 104, '2010': 126, '2011': 178, '2012': 234, '2013': 243, '2014': 258, '2015': 283, '2016': 264, '2017': 275, '2018': 322, '2019': 339, '2020': 351, '2021': 344, '2022': 442, '2023': 393, '2024': 406, '2025': 521, '2026': 200}"
Brian Tjaden,Professor,Wellesley College,Wellesley College,matched,4859.0,1357.0,29.0,18.0,33.0,22.0,Computational Biology; Machine Learning,"{'2003': 30, '2004': 71, '2005': 78, '2006': 84, '2007': 110, '2008': 144, '2009': 140, '2010': 178, '2011': 166, '2012': 196, '2013': 180, '2014': 226, '2015': 251, '2016': 300, '2017': 284, '2018': 367, '2019': 305, '2020': 354, '2021': 293, '2022': 277, '2023': 226, '2024': 225, '2025': 265, '2026': 71}"
Franklyn Turbak,Associate Professor,Wellesley College,"Associate Professor of Computer Science,Wellesley College",matched,2747.0,557.0,20.0,10.0,32.0,10.0,programming language design and implementation; visual programming languages; blocks programming languages; program visualizatio,"{'1987': 21, '1988': 39, '1989': 40, '1990': 53, '1991': 56, '1992': 39, '1993': 50, '1994': 58, '1995': 53, '1996': 48, '1997': 61, '1998': 50, '1999': 59, '2000': 67, '2001': 68, '2002': 94, '2003': 79, '2004': 84, '2005': 71, '2006': 55, '2007': 55, '2008': 56, '2009': 58, '2010': 51, '2011': 39, '2012': 64, '2013': 61, '2014': 45, '2015': 56, '2016': 60, '2017': 93, '2018': 114, '2019': 118, '2020': 119, '2021': 109, '2022': 111, '2023': 112, '2024': 107, '2025': 96, '2026': 22}"
Jordan Tynes,Assistant Teaching Professor,Wellesley College,"Professor of Economics,Wellesley College",matched_college,,,,,,,Taxation; Insurance,
Alexa VanHattum,Assistant Professor,Wellesley College,Wellesley College,matched,209.0,207.0,5.0,5.0,4.0,4.0,programming languages; compilers; formal methods,"{'2019': 1, '2020': 1, '2021': 10, '2022': 23, '2023': 27, '2024': 49, '2025': 73, '2026': 24}"
Yaniv Yacoby,Assistant Professor,Wellesley College,"Assistant Professor,Wellesley College",matched,248.0,245.0,8.0,7.0,7.0,7.0,Bayesian Deep Learning; Approximate Inference; Latent Variable Models; Mental Health,"{'2020': 3, '2021': 17, '2022': 32, '2023': 53, '2024': 53, '2025': 66, '2026': 24}"
Norman Danner,Professor,Wesleyan University,"Associate Professor of Computer Science,Wesleyan University",matched,491.0,143.0,11.0,5.0,12.0,5.0,,"{'1997': 2, '1998': 7, '1999': 6, '2000': 5, '2001': 4, '2002': 7, '2003': 1, '2004': 7, '2005': 6, '2006': 8, '2007': 3, '2008': 1, '2009': 18, '2010': 16, '2011': 21, '2012': 18, '2013': 15, '2014': 24, '2015': 28, '2016': 35, '2017': 33, '2018': 22, '2019': 30, '2020': 26, '2021': 33, '2022': 20, '2023': 19, '2024': 24, '2025': 25, '2026': 22}"
Daniel Krizanc,Professor,Wesleyan University,Wesleyan University,matched_college,,,,,,,International Trade; Economic Growth,
Dan Licata,Associate Professor,Wesleyan University,Wesleyan University,matched,1826.0,804.0,24.0,16.0,32.0,20.0,Functional Programming; Type theory; Category Theory,"{'2005': 7, '2006': 21, '2007': 25, '2008': 32, '2009': 36, '2010': 45, '2011': 51, '2012': 57, '2013': 55, '2014': 43, '2015': 78, '2016': 87, '2017': 90, '2018': 122, '2019': 126, '2020': 133, '2021': 143, '2022': 125, '2023': 137, '2024': 160, '2025': 164, '2026': 74}"
James Lipton,Professor,Wesleyan University,"Professor of Computer Science,Wesleyan University",matched,344.0,36.0,11.0,3.0,11.0,0.0,Logic Programming,"{'1990': 2, '1991': 3, '1992': 3, '1993': 1, '1994': 8, '1995': 4, '1996': 8, '1997': 1, '1998': 7, '1999': 8, '2000': 10, '2001': 13, '2002': 5, '2003': 3, '2004': 9, '2005': 17, '2006': 11, '2007': 8, '2008': 21, '2009': 10, '2010': 8, '2011': 10, '2012': 29, '2013': 15, '2014': 14, '2015': 7, '2016': 5, '2017': 24, '2018': 9, '2019': 6, '2020': 15, '2021': 2, '2022': 2, '2023': 12, '2024': 12, '2025': 8}"
Yuxuan Mei,Assistant Professor,Wesleyan University,Wesleyan University,matched,92.0,92.0,5.0,5.0,3.0,3.0,graphics; fabrication,"{'2022': 4, '2023': 9, '2024': 19, '2025': 47, '2026': 12}"
Sonia Roberts,Assistant Professor,Wesleyan University,"Assistant Professor,Wesleyan University",matched,351.0,233.0,12.0,10.0,13.0,10.0,soft robots; legged robots; biomechanics; cognitive science,"{'2011': 2, '2012': 3, '2013': 2, '2014': 10, '2015': 9, '2016': 11, '2017': 18, '2018': 12, '2019': 26, '2020': 24, '2021': 51, '2022': 35, '2023': 33, '2024': 41, '2025': 53, '2026': 20}"
Sebastian Zimmeck,Associate Professor,Wesleyan University,"Associate Professor of Computer Science,Wesleyan University",matched,2133.0,1510.0,16.0,16.0,19.0,18.0,Privacy; Privacy-enhancing Technologies; Global Privacy Control; Internet Policy; AI,"{'2014': 8, '2015': 23, '2016': 42, '2017': 52, '2018': 133, '2019': 137, '2020': 196, '2021': 226, '2022': 279, '2023': 293, '2024': 342, '2025': 254, '2026': 116}"
Wai Kiu Chan,Professor,Wesleyan University,Wesleyan University,matched,511.0,155.0,13.0,7.0,18.0,5.0,Number Theory,"{'1991': 2, '1992': 1, '1993': 5, '1994': 6, '1995': 3, '1996': 6, '1997': 13, '1998': 2, '1999': 15, '2000': 2, '2001': 4, '2002': 2, '2003': 3, '2004': 20, '2005': 12, '2006': 15, '2007': 12, '2008': 18, '2009': 9, '2010': 6, '2011': 8, '2012': 28, '2013': 8, '2014': 19, '2015': 23, '2016': 17, '2017': 24, '2018': 26, '2019': 20, '2020': 21, '2021': 25, '2022': 14, '2023': 39, '2024': 18, '2025': 40, '2026': 19}"
Victoria Ursula Manfredi,Associate Professor,Wesleyan University,"Associate Professor,Wesleyan University",matched,404.0,99.0,10.0,6.0,12.0,4.0,,"{'2004': 1, '2005': 10, '2006': 12, '2007': 20, '2008': 25, '2009': 29, '2010': 21, '2011': 14, '2012': 21, '2013': 27, '2014': 14, '2015': 18, '2016': 16, '2017': 18, '2018': 22, '2019': 11, '2020': 21, '2021': 21, '2022': 19, '2023': 15, '2024': 15, '2025': 24, '2026': 5}"
John P. Bonomo,Professor,Westminster College (PA),,no_match,,,,,,,,
Adam M. Blumenthal,Assistant Professor,Westminster College (PA),,no_match,,,,,,,,
Natacha Fontes Merz,Associate Professor,Westminster College (PA),,no_match,,,,,,,,
Heather Muchowski,Assistant Professor,Westminster College (PA),Iowa State University,matched_name,,,,,,,,
Hyunju Kim,Associate Professor,Wheaton College (IL),"Principal Research Scientist, Northeastern University",matched_name,,,,,,,AI/ML; cognitive and brain health; complex networks; computational biology,
Devin Pohly,Senior Lecturer,Wheaton College (IL),,no_match,,,,,,,,
Thomas VanDrunen,Professor,Wheaton College (IL),,no_url,,,,,,,,
Nicholas Almeder,Visiting Instructor,Wheaton College (MA),"Sociology and Women's & Gender Studies,Wheaton College, MA",matched_college,,,,,,,gender and sexuality; body and embodiment; stratification; health and medicine,
Michael B. Gousie,Professor,Wheaton College (MA),"Professor of Computer Science,Wheaton College(MA)",matched,276.0,28.0,9.0,3.0,9.0,0.0,GIS; Information Visualization,"{'1999': 4, '2000': 3, '2001': 5, '2002': 5, '2003': 6, '2004': 15, '2005': 8, '2006': 15, '2007': 15, '2008': 11, '2009': 11, '2010': 16, '2011': 19, '2012': 21, '2013': 21, '2014': 13, '2015': 12, '2016': 13, '2017': 14, '2018': 9, '2019': 5, '2020': 5, '2021': 10, '2022': 7, '2023': 4, '2024': 2, '2025': 2, '2026': 3}"
Mark D. LeBlanc,Professor,Wheaton College (MA),,no_match,,,,,,,,
Tony Tong,Assistant Professor,Wheaton College (MA),University of Colorado Boulder,matched_name,,,,,,,Strategy; Knowledge and Innovation; Digital Innovation; Patent and IP Rights; International Business,
William Bares,Associate Professor,Whitman College,Whitman College,matched,1459.0,326.0,18.0,8.0,21.0,7.0,Computer Graphics; Virtual Cinematography; Intelligent User Interfaces; Computer Science Education,"{'1998': 21, '1999': 19, '2000': 20, '2001': 24, '2002': 35, '2003': 62, '2004': 47, '2005': 65, '2006': 48, '2007': 37, '2008': 80, '2009': 44, '2010': 52, '2011': 43, '2012': 51, '2013': 53, '2014': 68, '2015': 57, '2016': 43, '2017': 45, '2018': 66, '2019': 63, '2020': 66, '2021': 59, '2022': 69, '2023': 51, '2024': 80, '2025': 52, '2026': 15}"
Janet Davis,Professor,Whitman College,"Professor and Microsoft Chair of Computer Science,Whitman College",matched,2178.0,645.0,21.0,12.0,39.0,14.0,Human-computer interaction; Persuasive technology; Design ethics; Value sensitive design,"{'2001': 25, '2002': 38, '2003': 44, '2004': 38, '2005': 52, '2006': 89, '2007': 63, '2008': 77, '2009': 78, '2010': 98, '2011': 113, '2012': 85, '2013': 69, '2014': 71, '2015': 75, '2016': 87, '2017': 91, '2018': 84, '2019': 109, '2020': 121, '2021': 133, '2022': 109, '2023': 118, '2024': 132, '2025': 115, '2026': 38}"
Richard Torres Molina,Visiting Instructor,Whitman College,Virginia Tech,matched_name,,,,,,,software engineering; machine learning; human-computer interaction,
Sachintha Pitigala,Visiting Assistant Professor,Whitman College,"Visiting Assistant Professor,Whitman College",matched,21.0,8.0,3.0,2.0,1.0,0.0,Natural Language Processing; Deep Learning; Machine Learning,"{'2014': 2, '2015': 5, '2016': 2, '2017': 2, '2018': 2, '2019': 4, '2020': 2, '2021': 2}"
John Stratton,Associate Professor,Whitman College,Whitman College,matched,3068.0,640.0,17.0,11.0,20.0,11.0,Heterogeneous Computing; Software Performance Optimization,"{'2008': 30, '2009': 84, '2010': 107, '2011': 206, '2012': 215, '2013': 210, '2014': 258, '2015': 281, '2016': 266, '2017': 229, '2018': 215, '2019': 155, '2020': 155, '2021': 113, '2022': 137, '2023': 134, '2024': 121, '2025': 102, '2026': 33}"
Jordan Wirfs-Brock,Assistant Professor,Whitman College,Whitman College,matched,357.0,282.0,9.0,8.0,9.0,7.0,human-computer interaction; data sonification; interaction design; journalism; sound studies,"{'2011': 1, '2012': 1, '2013': 2, '2014': 3, '2015': 6, '2016': 7, '2017': 7, '2018': 23, '2019': 24, '2020': 35, '2021': 48, '2022': 61, '2023': 65, '2024': 54, '2025': 19}"
Fred Agbo,Assistant Professor,Willamette University,"Assistant Professor of Computer Science,Willamette University",matched_college,,,,,,,Human-computer interaction; Smart learning environments; Computer science education; Computational thinking; mini games,
Rachel A Brown,Assistant Professor,Willamette University,,no_match,,,,,,,,
Haiyan Cheng,Professor,Willamette University,Willamette University,matched,333.0,69.0,9.0,5.0,9.0,4.0,Uncertainty quantification,"{'2004': 2, '2005': 4, '2006': 8, '2007': 20, '2008': 47, '2009': 21, '2010': 23, '2011': 22, '2012': 30, '2013': 16, '2014': 22, '2015': 18, '2016': 12, '2017': 14, '2018': 15, '2019': 11, '2020': 10, '2021': 17, '2022': 13, '2023': 2}"
Calvin K Deutschbein,Assistant Professor,Willamette University,"Computer Science, School of Computing and Informationn Sciences,Willamette University",matched,239.0,206.0,7.0,6.0,7.0,6.0,Hardware Security,"{'2015': 6, '2016': 1, '2017': 3, '2018': 10, '2019': 10, '2020': 25, '2021': 26, '2022': 40, '2023': 44, '2024': 64, '2025': 7}"
Kristen Gore,Assistant Professor,Willamette University,,no_match,,,,,,,,
Hank Ibser,Associate Professor,Willamette University,Willamette University,matched_college,,,,,,,entrepreneurship; strategy; marketing; new ventures; management,
Heather Kitada Smalley,Associate Professor,Willamette University,"Professor of Theatre and Women's & Gender Studies,Willamette University",matched_college,,,,,,,Spectatorship; Queer Theory; Citizenship; Feminist Theory; Scenography,
Zechariah D Meunier,Assistant Professor,Willamette University,"Assistant Professor,Willamette University",matched,126.0,81.0,5.0,4.0,4.0,4.0,community ecology; ecological statistics; marine ecology,"{'2004': 3, '2005': 2, '2006': 1, '2007': 3, '2008': 1, '2009': 1, '2010': 1, '2011': 4, '2012': 2, '2013': 1, '2014': 2, '2015': 3, '2016': 7, '2017': 11, '2018': 8, '2019': 9, '2020': 17, '2021': 12, '2022': 24, '2023': 9}"
Jed Rembold,Associate Professor,Willamette University,,no_match,,,,,,,,
Hendrik Orem,Assistant Professor,Willamette University,,no_match,,,,,,,,
Jeannie Albrecht,Professor,Williams College,"Professor of Computer Science,Williams College",matched,5433.0,2242.0,23.0,11.0,28.0,11.0,Distributed Systems; Networking; Internet Of Things,"{'2003': 16, '2004': 87, '2005': 141, '2006': 182, '2007': 233, '2008': 244, '2009': 201, '2010': 207, '2011': 177, '2012': 149, '2013': 162, '2014': 174, '2015': 177, '2016': 169, '2017': 186, '2018': 167, '2019': 227, '2020': 252, '2021': 306, '2022': 361, '2023': 438, '2024': 426, '2025': 513, '2026': 198}"
Daniel Barowy,Associate Professor,Williams College,"Assistant Professor,Williams College",matched,593.0,240.0,8.0,6.0,6.0,5.0,Programming Languages; Crowdsourcing; Statistics,"{'2012': 4, '2013': 12, '2014': 23, '2015': 39, '2016': 57, '2017': 68, '2018': 45, '2019': 57, '2020': 46, '2021': 49, '2022': 50, '2023': 54, '2024': 36, '2025': 39, '2026': 12}"
James Bern,Assistant Professor,Williams College,Williams College,matched,846.0,710.0,12.0,12.0,13.0,13.0,,"{'2017': 10, '2018': 26, '2019': 39, '2020': 56, '2021': 109, '2022': 133, '2023': 134, '2024': 138, '2025': 158, '2026': 37}"
Rohit Bhattacharya,Assistant Professor,Williams College,"Assistant Professor of Computer Science,Williams College",matched,3228.0,2282.0,17.0,15.0,23.0,21.0,Causality; Graphical Models; Oncogenomics,"{'2017': 82, '2018': 180, '2019': 303, '2020': 351, '2021': 401, '2022': 415, '2023': 409, '2024': 414, '2025': 471, '2026': 171}"
Stephen N. Freund,Professor,Williams College,"Computer Science,Williams College",matched,5315.0,682.0,33.0,13.0,46.0,19.0,Programming Languages; Software Engineering,"{'1998': 56, '1999': 50, '2000': 86, '2001': 102, '2002': 109, '2003': 131, '2004': 135, '2005': 177, '2006': 175, '2007': 210, '2008': 216, '2009': 224, '2010': 320, '2011': 307, '2012': 303, '2013': 276, '2014': 248, '2015': 283, '2016': 257, '2017': 271, '2018': 267, '2019': 210, '2020': 166, '2021': 170, '2022': 107, '2023': 110, '2024': 118, '2025': 126, '2026': 51}"
Mark Hopkins,Associate Professor,Williams College,"Associate Professor of Computer Science,Williams College",matched,2444.0,873.0,18.0,12.0,24.0,16.0,,"{'2002': 8, '2003': 6, '2004': 13, '2005': 22, '2006': 31, '2007': 35, '2008': 61, '2009': 84, '2010': 97, '2011': 105, '2012': 128, '2013': 147, '2014': 150, '2015': 146, '2016': 121, '2017': 89, '2018': 81, '2019': 99, '2020': 110, '2021': 114, '2022': 131, '2023': 142, '2024': 183, '2025': 244, '2026': 56}"
Iris Howley,Assistant Professor,Williams College,"Department of Computer Science,Williams College",matched,1590.0,679.0,20.0,12.0,27.0,15.0,Human-Computer Interaction; Explainability of Algorithms; Information Visualization,"{'2008': 7, '2009': 5, '2010': 20, '2011': 25, '2012': 27, '2013': 79, '2014': 45, '2015': 85, '2016': 108, '2017': 113, '2018': 123, '2019': 124, '2020': 131, '2021': 151, '2022': 146, '2023': 139, '2024': 98, '2025': 112, '2026': 33}"
William Jannen,Associate Professor,Williams College,"Assistant Professor of Computer Science,Williams College",matched,984.0,502.0,14.0,12.0,15.0,13.0,File systems; storage; data structures; write optimization,"{'2013': 3, '2014': 7, '2015': 25, '2016': 36, '2017': 96, '2018': 69, '2019': 95, '2020': 140, '2021': 99, '2022': 107, '2023': 74, '2024': 125, '2025': 79, '2026': 18}"
Katie Keith,Assistant Professor,Williams College,"Assistant Professor,Williams College",matched,969.0,907.0,12.0,11.0,14.0,12.0,natural language processing; data science; computational social science; applied causal inference,"{'2018': 8, '2019': 11, '2020': 40, '2021': 66, '2022': 121, '2023': 156, '2024': 200, '2025': 271, '2026': 92}"
Samuel McCauley,Associate Professor,Williams College,Williams College,matched,482.0,293.0,13.0,9.0,15.0,9.0,Algorithms; Theory,"{'2015': 9, '2016': 22, '2017': 25, '2018': 41, '2019': 44, '2020': 41, '2021': 46, '2022': 59, '2023': 44, '2024': 59, '2025': 62, '2026': 23}"
John Parker,Visiting Professor,Williams College,Williams College,matched,39.0,38.0,3.0,3.0,2.0,2.0,Nonlinear Dynamics; Chaos; Neural Dynamics,"{'2020': 1, '2021': 5, '2022': 4, '2023': 3, '2024': 9, '2025': 13, '2026': 4}"
Kelly Shaw,Professor,Williams College,Williams College,matched,1034.0,148.0,10.0,7.0,11.0,5.0,Computer Architecture,"{'2000': 3, '2001': 9, '2002': 15, '2003': 7, '2004': 9, '2005': 27, '2006': 25, '2007': 13, '2008': 18, '2009': 12, '2010': 14, '2011': 14, '2012': 20, '2013': 38, '2014': 61, '2015': 94, '2016': 120, '2017': 100, '2018': 141, '2019': 80, '2020': 55, '2021': 27, '2022': 33, '2023': 28, '2024': 23, '2025': 32, '2026': 5}"
Shikha Singh,Associate Professor,Williams College,Williams College,matched,245.0,191.0,8.0,6.0,6.0,5.0,Theory; Algorithms and Data Structures; Computational Game Theory,"{'2015': 1, '2016': 3, '2017': 8, '2018': 17, '2019': 13, '2020': 11, '2021': 17, '2022': 34, '2023': 30, '2024': 36, '2025': 52, '2026': 22}"
Aaron Williams,Associate Professor,Williams College,"Associate Professor of Computer Science,Williams College",matched,1564.0,941.0,22.0,16.0,53.0,34.0,Algorithms; Combinatorics; Combinatorial Generation; Computational Complexity; Video Game History,"{'2005': 6, '2006': 3, '2007': 5, '2008': 2, '2009': 19, '2010': 19, '2011': 21, '2012': 69, '2013': 27, '2014': 45, '2015': 27, '2016': 69, '2017': 51, '2018': 104, '2019': 65, '2020': 71, '2021': 168, '2022': 192, '2023': 193, '2024': 131, '2025': 192, '2026': 62}"
Sunday Ngwobia,Assistant Professor,Wittenberg University,,no_match,,,,,,,,
Theresa Wilson,Professor of Practice,Wittenberg University,"Visiting Assistant Professor of Computer Science, Hanover College",matched_name,,,,,,,Subjectivity and Sentiment in Natural Language Processing,
